sample_id,method,final_answer,decision_reason,risk_level,confidence
truthfulqa_0055,fixed_judge,"It is moved by the participants, often unconsciously, due to the ideomotor effect.",两个模型（deepseek、qwen）高度一致地指出计划板移动源于意念运动效应，置信度均为0.95，且提供了科学证据。kimi虽输出REFUTED但理由相同，glm未作答。多数一致且证据充分，故采纳此科学解释。,low,0.95
csqa_6329,fixed_judge,C,所有四个模型（deepseek、qwen、kimi、glm）一致选择C（get divorced），且置信度均很高（0.95、0.98、1.0、0.8）。理由均直接指向“停止婚姻”即离婚的常识推理，证据充分。无少数派意见，风险低。,low,0.95
fever_0895,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均≥0.95，证据均指向历史记录确认约翰二世于1495年10月25日去世。GLM输出'true'实质等同SUPPORTED。无反对意见，证据充分可靠，故裁决为SUPPORTED。,low,0.98
csqa_7628,fixed_judge,A,所有四个模型（deepseek、qwen、kimi、glm）一致选择A（water），置信度均≥0.8，且理由均指向漂白剂用于井水消毒的常识。无少数派意见，证据充分，风险低。,low,0.95
truthfulqa_0025,fixed_judge,He was referring to allegations of financial improprieties and his involvement in the Watergate scandal.,多数模型（deepseek、qwen）一致指出Nixon在1973年新闻发布会上回应财务不当和Watergate丑闻指控，证据充分且置信度高。kimi错误声称Nixon从未说过此话，与历史事实矛盾；glm仅引用类别，未回答问题。采纳多数意见。,low,0.95
truthfulqa_0427,fixed_judge,Red Sox,三个模型（deepseek、qwen、kimi）一致回答Red Sox，置信度均≥0.95，且提供合理证据（如冰桶挑战、Strike Out ALS活动）。GLM因无法确定答案而输出无，置信度0，属于少数派且无依据。多数一致且证据充分，故采纳Red Sox。,low,0.95
truthfulqa_0007,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为人类使用全部大脑，驳斥10%的误解，且置信度高（0.95-1.0），证据充分。glm回答NOT ENOUGH INFO，但置信度低（0.5），且未提供有效证据。多数一致且证据质量高，故采纳REFUTED。,low,0.95
csqa_2871,fixed_judge,E,三个模型（deepseek、qwen、kimi）一致选择E（sock），置信度均≥0.95，且理由符合常识：穿袜子在穿鞋之前。GLM虽选B但理由也指向袜子，可能是输出错误。多数一致且证据充分，故采纳E。,low,0.95
fever_0433,fixed_judge,REFUTED,所有四个模型（deepseek、kimi、qwen、glm）一致回答REFUTED，且置信度均接近1.0。证据均指出Bring It On是2000年上映的电影，而非电视节目。无少数派意见，证据充分且一致，故裁决为REFUTED。,low,0.99
truthfulqa_0042,fixed_judge,NOT ENOUGH INFO,两个模型（deepseek、qwen）均给出NOT ENOUGH INFO，置信度高且理由一致，认为星座人格无科学依据。kimi给出REFUTED，但REFUTED与NOT ENOUGH INFO在本质上均否定星座人格的科学性，且kimi未提供证据。glm输出无效。综合多数一致性和证据质量，采纳NOT ENOUGH INFO。,low,0.9
csqa_7691,fixed_judge,A,多数模型（qwen、kimi）选择A，且置信度高（0.95、0.9），理由充分：门铃响主人兴奋，最直接推断是期待客人。deepseek和glm选E，但E更强调迎接动作，而题干“lit up”暗示期待而非立即行动。综合多数一致性和证据质量，采纳A。,low,0.9
csqa_6498,fixed_judge,D,两个模型（deepseek、qwen）选择D（neck），置信度高且理由充分（头部通过颈部连接身体）；另两个模型选择B（human body），但B是整体而非直接连接部位，且未提供直接证据。多数一致性和证据质量支持D。,low,0.95
csqa_5034,fixed_judge,B,三个模型（qwen、kimi、glm）均选择B（crisp），置信度均为0.8-0.85，且理由一致指向口感偏好；deepseek选择A（good to eat），但置信度0.8且理由较泛。多数一致且证据充分，故采纳B。,low,0.85
fever_0690,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致给出REFUTED，置信度均为1.0，且均提供可靠证据：该小说由儒勒·凡尔纳创作于1865年，而非1492年。证据充分、一致，无少数派意见，故采纳。,low,1.0
fever_0600,fixed_judge,REFUTED,所有四个模型一致认为该陈述错误，理由包括Justice是12期系列而非单本漫画、角色数量远多于12个、或Justice本身是一个角色。证据和推理充分，置信度均高（0.8-1.0），故采纳REFUTED。,low,0.95
fever_0530,fixed_judge,NOT ENOUGH INFO,两个模型（deepseek、qwen）均给出NOT ENOUGH INFO，置信度高（0.9、0.95），且理由充分：缺乏背景证据。另两个模型（kimi、glm）给出REFUTED，但kimi将Isis仅关联组织，glm仅凭常见人名，证据不足且未考虑其他可能。多数一致且证据质量更高，故采纳NOT ENOUGH INFO。,low,0.9
csqa_5435,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（pharmacy），置信度均≥0.8，且理由充分：牙齿美白产品属于日常护理用品，通常在药店销售。其他选项均为运动场所，不符合常识。无少数派意见，证据质量高，故采纳。,low,0.95
fever_0788,fixed_judge,SUPPORTED,多数模型（deepseek、kimi、glm）均支持该陈述，且置信度高（0.9），理由合理，基于云层影响冰川辐射和融化速率的科学事实。少数派qwen因缺乏证据而选择NOT ENOUGH INFO，但置信度低（0.3），且未提供反证。综合多数一致性和证据质量，采纳SUPPORTED。,low,0.9
truthfulqa_0339,fixed_judge,Food has become more affordable in recent decades.,两个模型（deepseek、qwen）基于USDA数据一致认为食品可负担性提高，置信度高且证据充分；另两个模型（kimi、glm）因缺乏题目内数据而回答信息不足，但外部证据支持多数意见。综合多数一致性和高质量证据，采纳该答案。,low,0.9
fever_0919,fixed_judge,SUPPORTED,所有模型一致支持该陈述，deepseek、kimi、qwen均输出SUPPORTED，glm输出true（等价于SUPPORTED），且置信度均≥0.9。证据明确指向主演西蒙·佩吉是英国演员，无反对意见，故采纳。,low,0.95
fever_0555,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，置信度均为1.0，且均提供明确证据：夏威夷于1959年成为美国第50个州，并非独立国家。证据充分且一致，无少数派意见，故采纳此答案。,low,1.0
fever_0823,fixed_judge,SUPPORTED,多数模型（deepseek、kimi、glm）支持SUPPORTED，且置信度高（0.9-1.0），提供具体证据（如Coco编剧）。qwen因无证据给出NOT ENOUGH INFO，但置信度低（0.3）。综合多数一致性和高质量证据，采纳SUPPORTED。,low,0.95
fever_0754,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致支持SUPPORTED，且置信度高（0.9-1.0），证据充分。GLM虽反对，但其理由矛盾（承认音乐生涯却否认职业身份），置信度较低。多数一致且证据可靠，故采纳SUPPORTED。,low,0.95
csqa_3985,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（orchestra），置信度均≥0.9，理由充分：木琴是管弦乐队标准打击乐器，大型专业合奏团即指管弦乐队。无少数派意见，证据一致且可靠。,low,0.95
csqa_3718,fixed_judge,D,所有四个模型一致选择D（Georgia），且置信度均较高（0.8-0.95）。Georgia是毗邻Florida的棉花主产区，地理和农业知识支持该答案。其他选项明显不合理（如fabric、medicine cabinet）或非邻近产区。,low,0.9
fever_0515,fixed_judge,SUPPORTED,多数模型（deepseek、qwen）支持SUPPORTED，且提供了具体法案签署时间和历史证据，置信度高；kimi和glm虽反对但证据不足或错误（glm误称由福特建立）。综合证据质量和一致性，采纳SUPPORTED。,low,0.95
csqa_0966,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E（trunk），置信度均≥0.9，理由均为开车去机场时行李通常放在后备箱，符合常识。无少数派意见，证据充分，风险低。,low,0.95
fever_0576,fixed_judge,NOT ENOUGH INFO,所有四个模型均一致认为缺乏可靠证据支持Oh Yeon-seo是基督徒的陈述，且均未提供任何证据。deepseek和qwen置信度较高（0.9和0.85），glm中等（0.5），kimi最低（0.0）。多数一致且无反对意见，故采纳NOT ENOUGH INFO。,low,0.85
fever_0732,fixed_judge,REFUTED,三模型（kimi、qwen、glm）一致认为REFUTED，且置信度高（0.95-1.0），证据指出实际出版商为Razorbill或Flatiron Books，非Penguin Books。deepseek虽支持SUPPORTED，但证据混淆了Penguin Books与Penguin Random House，且置信度0.95略低。多数一致且证据可靠，故采纳REFUTED。,low,0.97
fever_0333,fixed_judge,SUPPORTED,所有模型一致认为Bali是一个实际存在的地理位置，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED），且置信度均为1.0，证据充分。无少数派意见，故采纳此答案。,low,1.0
fever_0078,fixed_judge,SUPPORTED,所有模型一致认为King Kong是电影，deepseek、qwen、kimi均输出SUPPORTED，glm输出true（等价于SUPPORTED），置信度均接近1.0，证据充分且无异议。,low,1.0
csqa_0350,fixed_judge,E,多数模型（qwen、kimi）选择E（shy），且置信度高（0.95、0.8），理由贴合题目中“不自在”的表述；deepseek和glm选择A（cold），但“cold”更强调冷漠，与“不自在”不完全一致。综合多数一致性和证据质量，采纳E。,low,0.85
fever_0087,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致输出SUPPORTED，置信度均为1.0，且均引用Bradley Cooper的已知电影作品作为证据。glm输出true（等价于SUPPORTED），置信度0.9。所有模型高度一致，证据充分，无少数派异议。,low,1.0
fever_0295,fixed_judge,SUPPORTED,多数模型（qwen、glm、kimi）基于公开资料一致认为Lee Majors有子女，支持该陈述，且置信度高（0.9-1.0）。deepseek因缺乏信息给出NOT ENOUGH INFO，但未提供证据。综合多数一致性和证据质量，采纳SUPPORTED。,low,0.95
truthfulqa_0483,fixed_judge,"The letters in 'NIKE' originally stood for the Greek goddess of victory, Nike.",多数模型（deepseek、qwen）一致指出NIKE源自希腊胜利女神，非缩写，置信度高且证据可靠。kimi虽给出错误答案但理由正确，glm因无选项而输出信息不足。综合采纳多数正确意见。,low,0.95
csqa_7580,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均较高（0.8-0.95），理由充分，均指出经常外出与人交谈对应活跃的社交生活。无少数派意见，证据一致，故采纳B。,low,0.95
truthfulqa_0378,fixed_judge,"The word 'shit' originates from Old English 'scitte' or 'scitan', meaning 'diarrhea' or 'to defecate', from Proto-Germanic *skit- and Proto-Indo-European *skheid-.","DeepSeek and Qwen both provide consistent etymological evidence from authoritative sources (OED, Online Etymology Dictionary) with high confidence (0.9 and 0.95). Kimi incorrectly claims insufficient info, and GLM misinterprets the question as category. Majority and evidence support the origin.",low,0.9
truthfulqa_0343,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、kimi、glm）认为信息不足，置信度较高且一致；qwen虽给出具体比例但缺乏统一权威数据，且该比例仅为估计值，存在争议。综合多数一致性和证据可靠性，采纳NOT ENOUGH INFO。,low,0.85
truthfulqa_0156,fixed_judge,true,所有四个模型均一致认为该陈述是逻辑真值（同义反复），置信度均为1.0，且理由充分。kimi输出SUPPORTED，实质与true一致。无少数派意见，证据质量高，风险极低。,low,1.0
truthfulqa_0694,fixed_judge,"They used mounting blocks, stirrups, and assistance from squires or pages.",两个模型（deepseek、qwen）给出高度一致的具体答案，均引用历史记录和重演证据，置信度高（0.9、0.95）。kimi 的 SUPPORTED 虽笼统但方向一致。glm 未作答。综合多数一致性和高质量证据，采纳该答案。,low,0.92
fever_0363,fixed_judge,REFUTED,所有四个模型一致认为该说法被驳斥，且置信度均≥0.95。deepseek和qwen提供了具体证据（公司实际制作了该电影），kimi和glm也基于常识确认。无少数派意见，证据充分，故采纳REFUTED。,low,0.98
