sample_id,risk_labels,majority_answer,correct_models,incorrect_models,majority_is_correct
csqa_0403,high_disagreement,,0,0,False
csqa_0404,high_disagreement,,0,0,False
csqa_0405,high_disagreement,,0,0,False
csqa_0406,high_disagreement,,0,0,False
csqa_0407,high_disagreement,,0,0,False
csqa_0408,high_disagreement,,0,0,False
csqa_0409,high_disagreement,,0,0,False
csqa_0410,high_disagreement,,0,0,False
csqa_0411,high_disagreement,,0,0,False
csqa_0412,high_disagreement,,0,0,False
csqa_0413,high_disagreement,,0,0,False
csqa_0414,high_disagreement,,0,0,False
csqa_0415,high_disagreement,,0,0,False
csqa_0416,high_disagreement,,0,0,False
csqa_0417,high_disagreement,,0,0,False
csqa_0418,high_disagreement,,0,0,False
csqa_0419,high_disagreement,,0,0,False
csqa_0420,high_disagreement,,0,0,False
csqa_0421,high_disagreement,,0,0,False
csqa_0422,high_disagreement,,0,0,False
csqa_0423,high_disagreement,,0,0,False
csqa_0424,high_disagreement,,0,0,False
csqa_0425,high_disagreement,,0,0,False
csqa_0426,high_disagreement,,0,0,False
csqa_0427,high_disagreement,,0,0,False
csqa_0428,high_disagreement,,0,0,False
csqa_0429,high_disagreement,,0,0,False
csqa_0430,high_disagreement,,0,0,False
csqa_0431,high_disagreement,,0,0,False
csqa_0432,high_disagreement,,0,0,False
csqa_0433,high_disagreement,,0,0,False
csqa_0434,high_disagreement,,0,0,False
csqa_0435,high_disagreement,,0,0,False
csqa_0436,high_disagreement,,0,0,False
csqa_0437,high_disagreement,,0,0,False
csqa_0438,high_disagreement,,0,0,False
csqa_0439,high_disagreement,,0,0,False
csqa_0440,true_consensus,C,4,0,True
csqa_0441,high_disagreement,,0,0,False
csqa_0442,high_disagreement,,0,0,False
csqa_0443,high_disagreement,,0,0,False
csqa_0444,high_disagreement,,0,0,False
csqa_0445,high_disagreement,,0,0,False
csqa_0446,high_disagreement,,0,0,False
csqa_0447,high_disagreement,,0,0,False
csqa_0448,high_disagreement,,0,0,False
csqa_0449,high_disagreement,,0,0,False
csqa_0450,high_disagreement,,0,0,False
csqa_0451,high_disagreement,,0,0,False
csqa_0452,high_disagreement,,0,0,False
csqa_0453,high_disagreement,,0,0,False
csqa_0454,high_disagreement,,0,0,False
csqa_0455,high_disagreement,,0,0,False
csqa_0456,high_disagreement,,0,0,False
csqa_0457,high_disagreement,,0,0,False
csqa_0458,high_disagreement,,0,0,False
csqa_0459,high_disagreement,,0,0,False
csqa_0460,high_disagreement,,0,0,False
csqa_0461,high_disagreement,,0,0,False
csqa_0462,high_disagreement,,0,0,False
csqa_0463,high_disagreement,,0,0,False
csqa_0464,high_disagreement,,0,0,False
csqa_0465,high_disagreement,,0,0,False
csqa_0466,high_disagreement,,0,0,False
csqa_0467,high_disagreement,,0,0,False
csqa_0468,high_disagreement,,0,0,False
csqa_0469,high_disagreement,,0,0,False
csqa_0470,high_disagreement,,0,0,False
csqa_0471,high_disagreement,,0,0,False
csqa_0472,high_disagreement,,0,0,False
csqa_0473,high_disagreement,,0,0,False
csqa_0474,high_disagreement,,0,0,False
csqa_0475,high_disagreement,,0,0,False
csqa_0476,high_disagreement,,0,0,False
csqa_0477,high_disagreement,,0,0,False
csqa_0478,high_disagreement,,0,0,False
csqa_0479,high_disagreement,,0,0,False
csqa_0480,high_disagreement,,0,0,False
csqa_0481,high_disagreement,,0,0,False
csqa_0482,high_disagreement,,0,0,False
csqa_0483,high_disagreement,,0,0,False
csqa_0484,high_disagreement,,0,0,False
csqa_0485,high_disagreement,,0,0,False
csqa_0486,high_disagreement,,0,0,False
csqa_0487,high_disagreement,,0,0,False
csqa_0488,high_disagreement;confidence_mismatch,D,1,3,True
csqa_0489,high_disagreement,,0,0,False
csqa_0490,high_disagreement,,0,0,False
csqa_0491,high_disagreement,,0,0,False
csqa_0492,high_disagreement,,0,0,False
csqa_0493,high_disagreement,,0,0,False
csqa_0494,high_disagreement,,0,0,False
csqa_0495,high_disagreement,,0,0,False
csqa_0496,high_disagreement,,0,0,False
csqa_0497,high_disagreement,,0,0,False
csqa_0498,high_disagreement,,0,0,False
csqa_0499,high_disagreement,,0,0,False
csqa_0500,high_disagreement,,0,0,False
csqa_0501,high_disagreement,,0,0,False
csqa_0502,high_disagreement,,0,0,False
csqa_0503,high_disagreement,,0,0,False
csqa_0504,high_disagreement,,0,0,False
csqa_0505,high_disagreement,,0,0,False
csqa_0506,high_disagreement,,0,0,False
csqa_0507,high_disagreement,,0,0,False
csqa_0508,high_disagreement,,0,0,False
csqa_0509,high_disagreement,,0,0,False
csqa_0510,high_disagreement,,0,0,False
csqa_0511,high_disagreement,,0,0,False
csqa_0512,high_disagreement,,0,0,False
csqa_0513,high_disagreement,,0,0,False
csqa_0514,high_disagreement,,0,0,False
csqa_0515,high_disagreement,,0,0,False
csqa_0516,high_disagreement,,0,0,False
csqa_0517,high_disagreement,,0,0,False
csqa_0518,high_disagreement,,0,0,False
csqa_0519,high_disagreement;confidence_mismatch,B,2,2,False
csqa_0520,high_disagreement,,0,0,False
csqa_0521,high_disagreement,,0,0,False
csqa_0522,high_disagreement,,0,0,False
csqa_0523,high_disagreement,,0,0,False
csqa_0524,high_disagreement,,0,0,False
csqa_0525,high_disagreement,,0,0,False
csqa_0526,high_disagreement,,0,0,False
csqa_0527,high_disagreement,,0,0,False
csqa_0528,high_disagreement,,0,0,False
csqa_0529,high_disagreement,,0,0,False
csqa_0530,high_disagreement,,0,0,False
csqa_0531,high_disagreement,,0,0,False
csqa_0532,high_disagreement,,0,0,False
csqa_0533,high_disagreement,,0,0,False
csqa_0534,high_disagreement,,0,0,False
csqa_0535,high_disagreement,,0,0,False
csqa_0536,high_disagreement,,0,0,False
csqa_0537,high_disagreement,,0,0,False
csqa_0538,high_disagreement,,0,0,False
csqa_0539,high_disagreement,,0,0,False
csqa_0540,high_disagreement,,0,0,False
csqa_0541,high_disagreement,,0,0,False
csqa_0542,high_disagreement,,0,0,False
csqa_0543,high_disagreement,,0,0,False
csqa_0544,high_disagreement,,0,0,False
csqa_0545,high_disagreement,,0,0,False
csqa_0546,high_disagreement,,0,0,False
csqa_0547,high_disagreement,,0,0,False
csqa_0548,high_disagreement,,0,0,False
csqa_0549,high_disagreement,,0,0,False
csqa_0550,high_disagreement,,0,0,False
csqa_0551,high_disagreement,,0,0,False
csqa_0552,high_disagreement,,0,0,False
csqa_0553,high_disagreement,,0,0,False
csqa_0554,high_disagreement,,0,0,False
csqa_0555,high_disagreement,,0,0,False
csqa_0556,high_disagreement,,0,0,False
csqa_0557,high_disagreement,,0,0,False
csqa_0558,high_disagreement,,0,0,False
csqa_0559,high_disagreement,,0,0,False
csqa_0560,high_disagreement,,0,0,False
csqa_0561,high_disagreement,,0,0,False
csqa_0562,high_disagreement,,0,0,False
csqa_0563,high_disagreement,,0,0,False
csqa_0564,high_disagreement,,0,0,False
csqa_0565,high_disagreement,,0,0,False
csqa_0566,high_disagreement,,0,0,False
csqa_0567,high_disagreement,,0,0,False
csqa_0568,true_consensus,B,4,0,True
csqa_0569,high_disagreement,,0,0,False
csqa_0570,high_disagreement,,0,0,False
csqa_0571,high_disagreement,,0,0,False
csqa_0572,high_disagreement,,0,0,False
csqa_0573,high_disagreement,,0,0,False
csqa_0574,high_disagreement,,0,0,False
csqa_0575,high_disagreement,,0,0,False
csqa_0576,high_disagreement,,0,0,False
csqa_0577,high_disagreement,,0,0,False
csqa_0578,true_consensus,C,4,0,True
csqa_0579,high_disagreement,,0,0,False
csqa_0580,high_disagreement,,0,0,False
csqa_0581,high_disagreement,,0,0,False
csqa_0582,high_disagreement,,0,0,False
csqa_0583,high_disagreement,,0,0,False
csqa_0584,high_disagreement,,0,0,False
csqa_0585,high_disagreement,,0,0,False
csqa_0586,high_disagreement,,0,0,False
csqa_0587,high_disagreement,,0,0,False
csqa_0588,high_disagreement,,0,0,False
csqa_0589,high_disagreement,,0,0,False
csqa_0590,high_disagreement,,0,0,False
csqa_0591,true_consensus,D,4,0,True
csqa_0592,high_disagreement,,0,0,False
csqa_0593,high_disagreement,,0,0,False
csqa_0594,high_disagreement,,0,0,False
csqa_0595,high_disagreement,,0,0,False
csqa_0596,high_disagreement,,0,0,False
csqa_0597,high_disagreement,,0,0,False
csqa_0598,high_disagreement,,0,0,False
csqa_0599,high_disagreement,,0,0,False
csqa_0600,high_disagreement,,0,0,False
csqa_0601,high_disagreement,,0,0,False
csqa_0602,high_disagreement,,0,0,False
csqa_0603,high_disagreement,,0,0,False
csqa_0604,high_disagreement,,0,0,False
csqa_0605,high_disagreement,,0,0,False
csqa_0606,high_disagreement,,0,0,False
csqa_0607,high_disagreement,,0,0,False
csqa_0608,high_disagreement,,0,0,False
csqa_0609,high_disagreement,,0,0,False
csqa_0610,high_disagreement,,0,0,False
csqa_0611,high_disagreement,,0,0,False
csqa_0612,high_disagreement,,0,0,False
csqa_0613,high_disagreement,,0,0,False
csqa_0614,high_disagreement,,0,0,False
csqa_0615,high_disagreement,,0,0,False
csqa_0616,high_disagreement,,0,0,False
csqa_0617,high_disagreement,,0,0,False
csqa_0618,high_disagreement,,0,0,False
csqa_0619,high_disagreement,,0,0,False
csqa_0620,high_disagreement,,0,0,False
csqa_0621,high_disagreement,,0,0,False
csqa_0622,high_disagreement,,0,0,False
csqa_0623,high_disagreement,,0,0,False
csqa_0624,false_consensus;minority_correct;confidence_mismatch,D,1,3,False
csqa_0625,high_disagreement,,0,0,False
csqa_0626,high_disagreement,,0,0,False
csqa_0627,high_disagreement,,0,0,False
csqa_0628,high_disagreement,,0,0,False
csqa_0629,high_disagreement,,0,0,False
csqa_0630,high_disagreement,,0,0,False
csqa_0631,high_disagreement,,0,0,False
csqa_0632,high_disagreement,,0,0,False
csqa_0633,high_disagreement,,0,0,False
csqa_0634,high_disagreement,,0,0,False
csqa_0635,high_disagreement,,0,0,False
csqa_0636,high_disagreement,,0,0,False
csqa_0637,high_disagreement,,0,0,False
csqa_0638,false_consensus;minority_correct;confidence_mismatch,A,1,3,False
csqa_0639,high_disagreement,,0,0,False
csqa_0640,high_disagreement,,0,0,False
csqa_0641,high_disagreement,,0,0,False
csqa_0642,high_disagreement,,0,0,False
csqa_0643,high_disagreement,,0,0,False
csqa_0644,high_disagreement,,0,0,False
csqa_0645,high_disagreement,,0,0,False
csqa_0646,high_disagreement,,0,0,False
csqa_0647,high_disagreement,,0,0,False
csqa_0648,high_disagreement,,0,0,False
csqa_0649,high_disagreement,,0,0,False
csqa_0650,high_disagreement,,0,0,False
csqa_0651,high_disagreement,,0,0,False
csqa_0652,high_disagreement,,0,0,False
csqa_0653,high_disagreement,,0,0,False
csqa_0654,high_disagreement,,0,0,False
csqa_0655,high_disagreement,,0,0,False
csqa_0656,high_disagreement,,0,0,False
csqa_0657,high_disagreement,,0,0,False
csqa_0658,high_disagreement,,0,0,False
csqa_0659,high_disagreement,,0,0,False
csqa_0660,high_disagreement,,0,0,False
csqa_0661,high_disagreement,,0,0,False
csqa_0662,high_disagreement,,0,0,False
csqa_0663,high_disagreement,,0,0,False
csqa_0664,high_disagreement,,0,0,False
csqa_0665,high_disagreement,,0,0,False
csqa_0666,high_disagreement,,0,0,False
csqa_0667,high_disagreement,,0,0,False
csqa_0668,high_disagreement,,0,0,False
csqa_0669,high_disagreement,,0,0,False
csqa_0670,high_disagreement,,0,0,False
csqa_0671,high_disagreement,,0,0,False
csqa_0672,high_disagreement,,0,0,False
csqa_0673,high_disagreement,,0,0,False
csqa_0674,true_consensus,B,4,0,True
csqa_0675,high_disagreement,,0,0,False
csqa_0676,high_disagreement,,0,0,False
csqa_0677,high_disagreement,,0,0,False
csqa_0678,high_disagreement,,0,0,False
csqa_0679,high_disagreement,,0,0,False
csqa_0680,high_disagreement,,0,0,False
csqa_0681,high_disagreement,,0,0,False
csqa_0682,high_disagreement,,0,0,False
csqa_0683,high_disagreement,,0,0,False
csqa_0684,high_disagreement,,0,0,False
csqa_0685,high_disagreement,,0,0,False
csqa_0686,high_disagreement,,0,0,False
csqa_0687,high_disagreement,,0,0,False
csqa_0688,high_disagreement,,0,0,False
csqa_0689,high_disagreement,,0,0,False
csqa_0690,high_disagreement,,0,0,False
csqa_0691,high_disagreement,,0,0,False
csqa_0692,high_disagreement,,0,0,False
csqa_0693,high_disagreement,,0,0,False
csqa_0694,high_disagreement,,0,0,False
csqa_0695,high_disagreement,,0,0,False
csqa_0696,high_disagreement,,0,0,False
csqa_0697,high_disagreement,,0,0,False
csqa_0698,high_disagreement,,0,0,False
csqa_0699,high_disagreement,,0,0,False
csqa_0700,high_disagreement,,0,0,False
csqa_0701,high_disagreement,,0,0,False
csqa_0702,high_disagreement,,0,0,False
csqa_0703,high_disagreement,,0,0,False
csqa_0704,high_disagreement,,0,0,False
csqa_0705,high_disagreement,,0,0,False
csqa_0706,high_disagreement,,0,0,False
csqa_0707,high_disagreement,,0,0,False
csqa_0708,high_disagreement,,0,0,False
csqa_0709,high_disagreement,,0,0,False
csqa_0710,high_disagreement,,0,0,False
csqa_0711,high_disagreement,,0,0,False
csqa_0712,high_disagreement,,0,0,False
csqa_0713,high_disagreement,,0,0,False
csqa_0714,true_consensus,A,4,0,True
csqa_0715,high_disagreement,,0,0,False
csqa_0716,high_disagreement,,0,0,False
csqa_0717,high_disagreement,,0,0,False
csqa_0718,high_disagreement,,0,0,False
csqa_0719,high_disagreement,,0,0,False
csqa_0720,high_disagreement,,0,0,False
csqa_0721,high_disagreement,,0,0,False
csqa_0722,high_disagreement,,0,0,False
csqa_0723,high_disagreement,,0,0,False
csqa_0724,high_disagreement,,0,0,False
csqa_0725,high_disagreement,,0,0,False
csqa_0726,high_disagreement,,0,0,False
csqa_0727,high_disagreement,,0,0,False
csqa_0728,high_disagreement,,0,0,False
csqa_0729,high_disagreement,,0,0,False
csqa_0730,high_disagreement,,0,0,False
csqa_0731,high_disagreement,,0,0,False
csqa_0732,high_disagreement,,0,0,False
csqa_0733,high_disagreement,,0,0,False
csqa_0734,high_disagreement,,0,0,False
csqa_0735,high_disagreement,,0,0,False
csqa_0736,high_disagreement,,0,0,False
csqa_0737,high_disagreement,,0,0,False
csqa_0738,high_disagreement,,0,0,False
csqa_0739,high_disagreement,,0,0,False
csqa_0740,high_disagreement,,0,0,False
csqa_0741,high_disagreement,,0,0,False
csqa_0742,high_disagreement,,0,0,False
csqa_0743,high_disagreement,,0,0,False
csqa_0744,high_disagreement,,0,0,False
csqa_0745,high_disagreement,,0,0,False
csqa_0746,high_disagreement,,0,0,False
csqa_0747,high_disagreement,,0,0,False
csqa_0748,high_disagreement,,0,0,False
csqa_0749,high_disagreement,,0,0,False
csqa_0750,high_disagreement,,0,0,False
csqa_0751,high_disagreement,,0,0,False
csqa_0752,high_disagreement,,0,0,False
csqa_0753,high_disagreement,,0,0,False
csqa_0754,high_disagreement,,0,0,False
csqa_0755,high_disagreement,,0,0,False
csqa_0756,high_disagreement,,0,0,False
csqa_0757,high_disagreement,,0,0,False
csqa_0758,high_disagreement,,0,0,False
csqa_0759,high_disagreement,,0,0,False
csqa_0760,high_disagreement,,0,0,False
csqa_0761,high_disagreement,,0,0,False
csqa_0762,high_disagreement,,0,0,False
csqa_0763,high_disagreement,,0,0,False
csqa_0764,high_disagreement,,0,0,False
csqa_0765,false_consensus;confidence_mismatch,C,0,4,False
csqa_0766,true_consensus,C,4,0,True
csqa_0767,high_disagreement,,0,0,False
csqa_0768,high_disagreement,,0,0,False
csqa_0769,high_disagreement,,0,0,False
csqa_0770,high_disagreement,,0,0,False
csqa_0771,high_disagreement,,0,0,False
csqa_0772,high_disagreement,,0,0,False
csqa_0773,high_disagreement,,0,0,False
csqa_0774,high_disagreement,,0,0,False
csqa_0775,high_disagreement,,0,0,False
csqa_0776,high_disagreement,,0,0,False
csqa_0777,high_disagreement,,0,0,False
csqa_0778,high_disagreement,,0,0,False
csqa_0779,high_disagreement,,0,0,False
csqa_0780,high_disagreement,,0,0,False
csqa_0781,high_disagreement,,0,0,False
csqa_0782,high_disagreement,,0,0,False
csqa_0783,true_consensus,D,4,0,True
csqa_0784,high_disagreement,,0,0,False
csqa_0785,high_disagreement,,0,0,False
csqa_0786,high_disagreement,,0,0,False
csqa_0787,high_disagreement,,0,0,False
csqa_0788,high_disagreement,,0,0,False
csqa_0789,high_disagreement,,0,0,False
csqa_0790,high_disagreement,,0,0,False
csqa_0791,high_disagreement,,0,0,False
csqa_0792,high_disagreement,,0,0,False
csqa_0793,high_disagreement,,0,0,False
csqa_0794,high_disagreement,,0,0,False
csqa_0795,true_consensus,D,4,0,True
csqa_0796,true_consensus,D,4,0,True
csqa_0797,high_disagreement,,0,0,False
csqa_0798,high_disagreement,,0,0,False
csqa_0799,high_disagreement,,0,0,False
csqa_0800,true_consensus,E,4,0,True
csqa_0801,high_disagreement,,0,0,False
csqa_0802,high_disagreement,,0,0,False
csqa_0803,high_disagreement,,0,0,False
csqa_0804,high_disagreement,,0,0,False
csqa_0805,high_disagreement,,0,0,False
csqa_0806,high_disagreement,,0,0,False
csqa_0807,high_disagreement,,0,0,False
csqa_0808,high_disagreement,,0,0,False
csqa_0809,high_disagreement,,0,0,False
csqa_0810,high_disagreement,,0,0,False
csqa_0811,high_disagreement,,0,0,False
csqa_0812,high_disagreement,,0,0,False
csqa_0813,high_disagreement,,0,0,False
csqa_0814,high_disagreement,,0,0,False
csqa_0815,high_disagreement,,0,0,False
csqa_0816,high_disagreement,,0,0,False
csqa_0817,high_disagreement,,0,0,False
csqa_0818,high_disagreement,,0,0,False
csqa_0819,high_disagreement,,0,0,False
csqa_0820,high_disagreement,,0,0,False
csqa_0821,high_disagreement,,0,0,False
csqa_0822,high_disagreement,,0,0,False
csqa_0823,high_disagreement,,0,0,False
csqa_0824,high_disagreement,,0,0,False
csqa_0825,high_disagreement,,0,0,False
csqa_0826,high_disagreement,,0,0,False
csqa_0827,high_disagreement,,0,0,False
csqa_0828,high_disagreement,,0,0,False
csqa_0829,high_disagreement,,0,0,False
csqa_0830,high_disagreement,,0,0,False
csqa_0831,high_disagreement,,0,0,False
csqa_0832,high_disagreement,,0,0,False
csqa_0833,high_disagreement,,0,0,False
csqa_0834,high_disagreement,,0,0,False
csqa_0835,high_disagreement,,0,0,False
csqa_0836,high_disagreement,,0,0,False
csqa_0837,high_disagreement,,0,0,False
csqa_0838,high_disagreement,,0,0,False
csqa_0839,high_disagreement,,0,0,False
csqa_0840,high_disagreement,,0,0,False
csqa_0841,high_disagreement,,0,0,False
csqa_0842,high_disagreement,,0,0,False
csqa_0843,high_disagreement,,0,0,False
csqa_0844,high_disagreement,,0,0,False
csqa_0845,high_disagreement,,0,0,False
csqa_0846,high_disagreement,,0,0,False
csqa_0847,high_disagreement,,0,0,False
csqa_0848,high_disagreement,,0,0,False
csqa_0849,high_disagreement,,0,0,False
csqa_0850,high_disagreement,,0,0,False
csqa_0851,high_disagreement,,0,0,False
csqa_0852,high_disagreement,,0,0,False
csqa_0853,high_disagreement,,0,0,False
csqa_0854,high_disagreement,,0,0,False
csqa_0855,high_disagreement,,0,0,False
csqa_0856,high_disagreement,,0,0,False
csqa_0857,high_disagreement,,0,0,False
csqa_0858,high_disagreement,,0,0,False
csqa_0859,high_disagreement,,0,0,False
csqa_0860,high_disagreement,,0,0,False
csqa_0861,high_disagreement,,0,0,False
csqa_0862,high_disagreement,,0,0,False
csqa_0863,high_disagreement,,0,0,False
csqa_0864,high_disagreement,,0,0,False
csqa_0865,high_disagreement,,0,0,False
csqa_0866,high_disagreement,,0,0,False
csqa_0867,high_disagreement,,0,0,False
csqa_0868,high_disagreement,,0,0,False
csqa_0869,high_disagreement,,0,0,False
csqa_0870,high_disagreement,,0,0,False
csqa_0871,high_disagreement,,0,0,False
csqa_0872,high_disagreement,,0,0,False
csqa_0873,high_disagreement,,0,0,False
csqa_0874,high_disagreement,,0,0,False
csqa_0875,high_disagreement,,0,0,False
csqa_0876,high_disagreement,,0,0,False
csqa_0877,high_disagreement,,0,0,False
csqa_0878,high_disagreement,,0,0,False
csqa_0879,high_disagreement,,0,0,False
